clock,name,existTime,row,col,absc,ord,state,eat,stateCd,frzCd,icedCd,
19,Zombie4,19,1,-1,805,135,0,0,452,411,1981,
20,Zombie0,20,4,-1,816,390,0,0,706,479,1980,
20,Zombie1,20,1,-1,794,135,0,0,736,466,1980,
20,Zombie2,20,4,-1,784,390,0,0,628,516,1980,
20,Zombie3,20,4,-1,797,390,0,0,662,391,1980,
20,Zombie4,20,1,-1,805,135,0,0,452,410,1980,
21,Zombie0,21,4,-1,816,390,0,0,706,478,1979,
21,Zombie1,21,1,-1,794,135,0,0,736,465,1979,
21,Zombie2,21,4,-1,784,390,0,0,628,515,1979,
21,Zombie3,21,4,-1,797,390,0,0,662,390,1979,
21,Zombie4,21,1,-1,805,135,0,0,452,409,1979,
22,Zombie0,22,4,-1,816,390,0,0,706,477,1978,
22,Zombie1,22,1,-1,794,135,0,0,736,464,1978,
22,Zombie2,22,4,-1,784,390,0,0,628,514,1978,
22,Zombie3,22,4,-1,797,390,0,0,662,389,1978,
22,Zombie4,22,1,-1,805,135,0,0,452,408,1978,
23,Zombie0,23,4,-1,816,390,0,0,706,476,1977,
23,Zombie1,23,1,-1,794,135,0,0,736,463,1977,
23,Zombie2,23,4,-1,784,390,0,0,628,513,1977,
23,Zombie3,23,4,-1,797,390,0,0,662,388,1977,
23,Zombie4,23,1,-1,805,135,0,0,452,407,1977,
24,Zombie0,24,4,-1,816,390,0,0,706,475,1976,
24,Zombie1,24,1,-1,794,135,0,0,736,462,1976,
24,Zombie2,24,4,-1,784,390,0,0,628,512,1976,
24,Zombie3,24,4,-1,797,390,0,0,662,387,1976,
24,Zombie4,24,1,-1,805,135,0,0,452,406,1976,
25,Zombie0,25,4,-1,816,390,0,0,706,474,1975,
25,Zombie1,25,1,-1,794,135,0,0,736,461,1975,
25,Zombie2,25,4,-1,784,390,0,0,628,511,1975,
25,Zombie3,25,4,-1,797,390,0,0,662,386,1975,
25,Zombie4,25,1,-1,805,135,0,0,452,405,1975,
26,Zombie0,26,4,-1,816,390,0,0,706,473,1974,
26,Zombie1,26,1,-1,794,135,0,0,736,460,1974,
26,Zombie2,26,4,-1,784,390,0,0,628,510,1974,
26,Zombie3,26,4,-1,797,390,0,0,662,385,1974,
26,Zombie4,26,1,-1,805,135,0,0,452,404,1974,
27,Zombie0,27,4,-1,816,390,0,0,706,472,1973,
27,Zombie1,27,1,-1,794,135,0,0,736,459,1973,
27,Zombie2,27,4,-1,784,390,0,0,628,509,1973,
27,Zombie3,27,4,-1,797,390,0,0,662,384,1973,
27,Zombie4,27,1,-1,805,135,0,0,452,403,1973,
28,Zombie0,28,4,-1,816,390,0,0,706,471,1972,
28,Zombie1,28,1,-1,794,135,0,0,736,458,1972,
28,Zombie2,28,4,-1,784,390,0,0,628,508,1972,
28,Zombie3,28,4,-1,797,390,0,0,662,383,1972,
28,Zombie4,28,1,-1,805,135,0,0,452,402,1972,
29,Zombie0,29,4,-1,816,390,0,0,706,470,1971,
29,Zombie1,29,1,-1,794,135,0,0,736,457,1971,
29,Zombie2,29,4,-1,784,390,0,0,628,507,1971,
29,Zombie3,29,4,-1,797,390,0,0,662,382,1971,
29,Zombie4,29,1,-1,805,135,0,0,452,401,1971,
30,Zombie0,30,4,-1,816,390,0,0,706,469,1970,
30,Zombie1,30,1,-1,794,135,0,0,736,456,1970,
30,Zombie2,30,4,-1,784,390,0,0,628,506,1970,
30,Zombie3,30,4,-1,797,390,0,0,662,381,1970,
30,Zombie4,30,1,-1,805,135,0,0,452,400,1970,
31,Zombie0,31,4,-1,816,390,0,0,706,468,1969,
31,Zombie1,31,1,-1,794,135,0,0,736,455,1969,
31,Zombie2,31,4,-1,784,390,0,0,628,505,1969,
31,Zombie3,31,4,-1,797,390,0,0,662,380,1969,
31,Zombie4,31,1,-1,805,135,0,0,452,399,1969,
32,Zombie0,32,4,-1,816,390,0,0,706,467,1968,
32,Zombie1,32,1,-1,794,135,0,0,736,454,1968,
32,Zombie2,32,4,-1,784,390,0,0,628,504,1968,
32,Zombie3,32,4,-1,797,390,0,0,662,379,1968,
32,Zombie4,32,1,-1,805,135,0,0,452,398,1968,
33,Zombie0,33,4,-1,816,390,0,0,706,466,1967,
33,Zombie1,33,1,-1,794,135,0,0,736,453,1967,
33,Zombie2,33,4,-1,784,390,0,0,628,503,1967,
33,Zombie3,33,4,-1,797,390,0,0,662,378,1967,
33,Zombie4,33,1,-1,805,135,0,0,452,397,1967,
34,Zombie0,34,4,-1,816,390,0,0,706,465,1966,
34,Zombie1,34,1,-1,794,135,0,0,736,452,1966,
34,Zombie2,34,4,-1,784,390,0,0,628,502,1966,
34,Zombie3,34,4,-1,797,390,0,0,662,377,1966,
34,Zombie4,34,1,-1,805,135,0,0,452,396,1966,
35,Zombie0,35,4,-1,816,390,0,0,706,464,1965,
35,Zombie1,35,1,-1,794,135,0,0,736,451,1965,
35,Zombie2,35,4,-1,784,390,0,0,628,501,1965,
35,Zombie3,35,4,-1,797,390,0,0,662,376,1965,
35,Zombie4,35,1,-1,805,135,0,0,452,395,1965,
36,Zombie0,36,4,-1,816,390,0,0,706,463,1964,
36,Zombie1,36,1,-1,794,135,0,0,736,450,1964,
36,Zombie2,36,4,-1,784,390,0,0,628,500,1964,
36,Zombie3,36,4,-1,797,390,0,0,662,375,1964,
36,Zombie4,36,1,-1,805,135,0,0,452,394,1964,
37,Zombie0,37,4,-1,816,390,0,0,706,462,1963,
37,Zombie1,37,1,-1,794,135,0,0,736,449,1963,
37,Zombie2,37,4,-1,784,390,0,0,628,499,1963,
37,Zombie3,37,4,-1,797,390,0,0,662,374,1963,
37,Zombie4,37,1,-1,805,135,0,0,452,393,1963,
38,Zombie0,38,4,-1,816,390,0,0,706,461,1962,
38,Zombie1,38,1,-1,794,135,0,0,736,448,1962,
38,Zombie2,38,4,-1,784,390,0,0,628,498,1962,
38,Zombie3,38,4,-1,797,390,0,0,662,373,1962,
38,Zombie4,38,1,-1,805,135,0,0,452,392,1962,
39,Zombie0,39,4,-1,816,390,0,0,706,460,1961,
39,Zombie1,39,1,-1,794,135,0,0,736,447,1961,
39,Zombie2,39,4,-1,784,390,0,0,628,497,1961,
39,Zombie3,39,4,-1,797,390,0,0,662,372,1961,
39,Zombie4,39,1,-1,805,135,0,0,452,391,1961,
40,Zombie0,40,4,-1,816,390,0,0,706,459,1960,
40,Zombie1,40,1,-1,794,135,0,0,736,446,1960,
40,Zombie2,40,4,-1,784,390,0,0,628,496,1960,
40,Zombie3,40,4,-1,797,390,0,0,662,371,1960,
40,Zombie4,40,1,-1,805,135,0,0,452,390,1960,
41,Zombie0,41,4,-1,816,390,0,0,706,458,1959,
41,Zombie1,41,1,-1,794,135,0,0,736,445,1959,
41,Zombie2,41,4,-1,784,390,0,0,628,495,1959,
41,Zombie3,41,4,-1,797,390,0,0,662,370,1959,
41,Zombie4,41,1,-1,805,135,0,0,452,389,1959,
42,Zombie0,42,4,-1,816,390,0,0,706,457,1958,
42,Zombie1,42,1,-1,794,135,0,0,736,444,1958,
42,Zombie2,42,4,-1,784,390,0,0,628,494,1958,
42,Zombie3,42,4,-1,797,390,0,0,662,369,1958,
42,Zombie4,42,1,-1,805,135,0,0,452,388,1958,
43,Zombie0,43,4,-1,816,390,0,0,706,456,1957,
43,Zombie1,43,1,-1,794,135,0,0,736,443,1957,
43,Zombie2,43,4,-1,784,390,0,0,628,493,1957,
43,Zombie3,43,4,-1,797,390,0,0,662,368,1957,
43,Zombie4,43,1,-1,805,135,0,0,452,387,1957,
44,Zombie0,44,4,-1,816,390,0,0,706,455,1956,
44,Zombie1,44,1,-1,794,135,0,0,736,442,1956,
44,Zombie2,44,4,-1,784,390,0,0,628,492,1956,
44,Zombie3,44,4,-1,797,390,0,0,662,367,1956,
44,Zombie4,44,1,-1,805,135,0,0,452,386,1956,
45,Zombie0,45,4,-1,816,390,0,0,706,454,1955,
45,Zombie1,45,1,-1,794,135,0,0,736,441,1955,
45,Zombie2,45,4,-1,784,390,0,0,628,491,1955,
45,Zombie3,45,4,-1,797,390,0,0,662,366,1955,
45,Zombie4,45,1,-1,805,135,0,0,452,385,1955,
46,Zombie0,46,4,-1,816,390,0,0,706,453,1954,
46,Zombie1,46,1,-1,794,135,0,0,736,440,1954,
46,Zombie2,46,4,-1,784,390,0,0,628,490,1954,
46,Zombie3,46,4,-1,797,390,0,0,662,365,1954,
46,Zombie4,46,1,-1,805,135,0,0,452,384,1954,
47,Zombie0,47,4,-1,816,390,0,0,706,452,1953,
47,Zombie1,47,1,-1,794,135,0,0,736,439,1953,
47,Zombie2,47,4,-1,784,390,0,0,628,489,1953,
47,Zombie3,47,4,-1,797,390,0,0,662,364,1953,
47,Zombie4,47,1,-1,805,135,0,0,452,383,1953,
48,Zombie0,48,4,-1,816,390,0,0,706,451,1952,
48,Zombie1,48,1,-1,794,135,0,0,736,438,1952,
48,Zombie2,48,4,-1,784,390,0,0,628,488,1952,
48,Zombie3,48,4,-1,797,390,0,0,662,363,1952,
48,Zombie4,48,1,-1,805,135,0,0,452,382,1952,
49,Zombie0,49,4,-1,816,390,0,0,706,450,1951,
49,Zombie1,49,1,-1,794,135,0,0,736,437,1951,
49,Zombie2,49,4,-1,784,390,0,0,628,487,1951,
49,Zombie3,49,4,-1,797,390,0,0,662,362,1951,
49,Zombie4,49,1,-1,805,135,0,0,452,381,1951,
50,Zombie0,50,4,-1,816,390,0,0,706,449,1950,
50,Zombie1,50,1,-1,794,135,0,0,736,436,1950,
50,Zombie2,50,4,-1,784,390,0,0,628,486,1950,
50,Zombie3,50,4,-1,797,390,0,0,662,361,1950,
50,Zombie4,50,1,-1,805,135,0,0,452,380,1950,
51,Zombie0,51,4,-1,816,390,0,0,706,448,1949,
51,Zombie1,51,1,-1,794,135,0,0,736,435,1949,
51,Zombie2,51,4,-1,784,390,0,0,628,485,1949,
51,Zombie3,51,4,-1,797,390,0,0,662,360,1949,
51,Zombie4,51,1,-1,805,135,0,0,452,379,1949,
52,Zombie0,52,4,-1,816,390,0,0,706,447,1948,
52,Zombie1,52,1,-1,794,135,0,0,736,434,1948,
52,Zombie2,52,4,-1,784,390,0,0,628,484,1948,
52,Zombie3,52,4,-1,797,390,0,0,662,359,1948,
52,Zombie4,52,1,-1,805,135,0,0,452,378,1948,
53,Zombie0,53,4,-1,816,390,0,0,706,446,1947,
53,Zombie1,53,1,-1,794,135,0,0,736,433,1947,
53,Zombie2,53,4,-1,784,390,0,0,628,483,1947,
53,Zombie3,53,4,-1,797,390,0,0,662,358,1947,
53,Zombie4,53,1,-1,805,135,0,0,452,377,1947,
54,Zombie0,54,4,-1,816,390,0,0,706,445,1946,
54,Zombie1,54,1,-1,794,135,0,0,736,432,1946,
54,Zombie2,54,4,-1,784,390,0,0,628,482,1946,
54,Zombie3,54,4,-1,797,390,0,0,662,357,1946,
54,Zombie4,54,1,-1,805,135,0,0,452,376,1946,
55,Zombie0,55,4,-1,816,390,0,0,706,444,1945,
55,Zombie1,55,1,-1,794,135,0,0,736,431,1945,
55,Zombie2,55,4,-1,784,390,0,0,628,481,1945,
55,Zombie3,55,4,-1,797,390,0,0,662,356,1945,
55,Zombie4,55,1,-1,805,135,0,0,452,375,1945,
56,Zombie0,56,4,-1,816,390,0,0,706,443,1944,
56,Zombie1,56,1,-1,794,135,0,0,736,430,1944,
56,Zombie2,56,4,-1,784,390,0,0,628,480,1944,
56,Zombie3,56,4,-1,797,390,0,0,662,355,1944,
56,Zombie4,56,1,-1,805,135,0,0,452,374,1944,
57,Zombie0,57,4,-1,816,390,0,0,706,442,1943,
57,Zombie1,57,1,-1,794,135,0,0,736,429,1943,
57,Zombie2,57,4,-1,784,390,0,0,628,479,1943,
57,Zombie3,57,4,-1,797,390,0,0,662,354,1943,
57,Zombie4,57,1,-1,805,135,0,0,452,373,1943,
58,Zombie0,58,4,-1,816,390,0,0,706,441,1942,
58,Zombie1,58,1,-1,794,135,0,0,736,428,1942,
58,Zombie2,58,4,-1,784,390,0,0,628,478,1942,
58,Zombie3,58,4,-1,797,390,0,0,662,353,1942,
58,Zombie4,58,1,-1,805,135,0,0,452,372,1942,
59,Zombie0,59,4,-1,816,390,0,0,706,440,1941,
59,Zombie1,59,1,-1,794,135,0,0,736,427,1941,
59,Zombie2,59,4,-1,784,390,0,0,628,477,1941,
59,Zombie3,59,4,-1,797,390,0,0,662,352,1941,
59,Zombie4,59,1,-1,805,135,0,0,452,371,1941,
60,Zombie0,60,4,-1,816,390,0,0,706,439,1940,
60,Zombie1,60,1,-1,794,135,0,0,736,426,1940,
60,Zombie2,60,4,-1,784,390,0,0,628,476,1940,
60,Zombie3,60,4,-1,797,390,0,0,662,351,1940,
60,Zombie4,60,1,-1,805,135,0,0,452,370,1940,
61,Zombie0,61,4,-1,816,390,0,0,706,438,1939,
61,Zombie1,61,1,-1,794,135,0,0,736,425,1939,
61,Zombie2,61,4,-1,784,390,0,0,628,475,1939,
61,Zombie3,61,4,-1,797,390,0,0,662,350,1939,
61,Zombie4,61,1,-1,805,135,0,0,452,369,1939,
62,Zombie0,62,4,-1,816,390,0,0,706,437,1938,
62,Zombie1,62,1,-1,794,135,0,0,736,424,1938,
62,Zombie2,62,4,-1,784,390,0,0,628,474,1938,
62,Zombie3,62,4,-1,797,390,0,0,662,349,1938,
62,Zombie4,62,1,-1,805,135,0,0,452,368,1938,
63,Zombie0,63,4,-1,816,390,0,0,706,436,1937,
63,Zombie1,63,1,-1,794,135,0,0,736,423,1937,
63,Zombie2,63,4,-1,784,390,0,0,628,473,1937,
63,Zombie3,63,4,-1,797,390,0,0,662,348,1937,
63,Zombie4,63,1,-1,805,135,0,0,452,367,1937,
64,Zombie0,64,4,-1,816,390,0,0,706,435,1936,
64,Zombie1,64,1,-1,794,135,0,0,736,422,1936,
64,Zombie2,64,4,-1,784,390,0,0,628,472,1936,
64,Zombie3,64,4,-1,797,390,0,0,662,347,1936,
64,Zombie4,64,1,-1,805,135,0,0,452,366,1936,
65,Zombie0,65,4,-1,816,390,0,0,706,434,1935,
65,Zombie1,65,1,-1,794,135,0,0,736,421,1935,
65,Zombie2,65,4,-1,784,390,0,0,628,471,1935,
65,Zombie3,65,4,-1,797,390,0,0,662,346,1935,
65,Zombie4,65,1,-1,805,135,0,0,452,365,1935,
66,Zombie0,66,4,-1,816,390,0,0,706,433,1934,
66,Zombie1,66,1,-1,794,135,0,0,736,420,1934,
66,Zombie2,66,4,-1,784,390,0,0,628,470,1934,
66,Zombie3,66,4,-1,797,390,0,0,662,345,1934,
66,Zombie4,66,1,-1,805,135,0,0,452,364,1934,
67,Zombie0,67,4,-1,816,390,0,0,706,432,1933,
67,Zombie1,67,1,-1,794,135,0,0,736,419,1933,
67,Zombie2,67,4,-1,784,390,0,0,628,469,1933,
67,Zombie3,67,4,-1,797,390,0,0,662,344,1933,
67,Zombie4,67,1,-1,805,135,0,0,452,363,1933,
68,Zombie0,68,4,-1,816,390,0,0,706,431,1932,
68,Zombie1,68,1,-1,794,135,0,0,736,418,1932,
68,Zombie2,68,4,-1,784,390,0,0,628,468,1932,
68,Zombie3,68,4,-1,797,390,0,0,662,343,1932,
68,Zombie4,68,1,-1,805,135,0,0,452,362,1932,
69,Zombie0,69,4,-1,816,390,0,0,706,430,1931,
69,Zombie1,69,1,-1,794,135,0,0,736,417,1931,
69,Zombie2,69,4,-1,784,390,0,0,628,467,1931,
69,Zombie3,69,4,-1,797,390,0,0,662,342,1931,
69,Zombie4,69,1,-1,805,135,0,0,452,361,1931,
70,Zombie0,70,4,-1,816,390,0,0,706,429,1930,
70,Zombie1,70,1,-1,794,135,0,0,736,416,1930,
70,Zombie2,70,4,-1,784,390,0,0,628,466,1930,
70,Zombie3,70,4,-1,797,390,0,0,662,341,1930,
70,Zombie4,70,1,-1,805,135,0,0,452,360,1930,
71,Zombie0,71,4,-1,816,390,0,0,706,428,1929,
71,Zombie1,71,1,-1,794,135,0,0,736,415,1929,
71,Zombie2,71,4,-1,784,390,0,0,628,465,1929,
71,Zombie3,71,4,-1,797,390,0,0,662,340,1929,
71,Zombie4,71,1,-1,805,135,0,0,452,359,1929,
72,Zombie0,72,4,-1,816,390,0,0,706,427,1928,
72,Zombie1,72,1,-1,794,135,0,0,736,414,1928,
72,Zombie2,72,4,-1,784,390,0,0,628,464,1928,
72,Zombie3,72,4,-1,797,390,0,0,662,339,1928,
72,Zombie4,72,1,-1,805,135,0,0,452,358,1928,
73,Zombie0,73,4,-1,816,390,0,0,706,426,1927,
73,Zombie1,73,1,-1,794,135,0,0,736,413,1927,
73,Zombie2,73,4,-1,784,390,0,0,628,463,1927,
73,Zombie3,73,4,-1,797,390,0,0,662,338,1927,
73,Zombie4,73,1,-1,805,135,0,0,452,357,1927,
74,Zombie0,74,4,-1,816,390,0,0,706,425,1926,
74,Zombie1,74,1,-1,794,135,0,0,736,412,1926,
74,Zombie2,74,4,-1,784,390,0,0,628,462,1926,
74,Zombie3,74,4,-1,797,390,0,0,662,337,1926,
74,Zombie4,74,1,-1,805,135,0,0,452,356,1926,
75,Zombie0,75,4,-1,816,390,0,0,706,424,1925,
75,Zombie1,75,1,-1,794,135,0,0,736,411,1925,
75,Zombie2,75,4,-1,784,390,0,0,628,461,1925,
75,Zombie3,75,4,-1,797,390,0,0,662,336,1925,
75,Zombie4,75,1,-1,805,135,0,0,452,355,1925,
76,Zombie0,76,4,-1,816,390,0,0,706,423,1924,
76,Zombie1,76,1,-1,794,135,0,0,736,410,1924,
76,Zombie2,76,4,-1,784,390,0,0,628,460,1924,
76,Zombie3,76,4,-1,797,390,0,0,662,335,1924,
76,Zombie4,76,1,-1,805,135,0,0,452,354,1924,
77,Zombie0,77,4,-1,816,390,0,0,706,422,1923,
77,Zombie1,77,1,-1,794,135,0,0,736,409,1923,
77,Zombie2,77,4,-1,784,390,0,0,628,459,1923,
77,Zombie3,77,4,-1,797,390,0,0,662,334,1923,
77,Zombie4,77,1,-1,805,135,0,0,452,353,1923,
78,Zombie0,78,4,-1,816,390,0,0,706,421,1922,
78,Zombie1,78,1,-1,794,135,0,0,736,408,1922,
78,Zombie2,78,4,-1,784,390,0,0,628,458,1922,
78,Zombie3,78,4,-1,797,390,0,0,662,333,1922,
78,Zombie4,78,1,-1,805,135,0,0,452,352,1922,
79,Zombie0,79,4,-1,816,390,0,0,706,420,1921,
79,Zombie1,79,1,-1,794,135,0,0,736,407,1921,
79,Zombie2,79,4,-1,784,390,0,0,628,457,1921,
79,Zombie3,79,4,-1,797,390,0,0,662,332,1921,
79,Zombie4,79,1,-1,805,135,0,0,452,351,1921,
80,Zombie0,80,4,-1,816,390,0,0,706,419,1920,
80,Zombie1,80,1,-1,794,135,0,0,736,406,1920,
80,Zombie2,80,4,-1,784,390,0,0,628,456,1920,
80,Zombie3,80,4,-1,797,390,0,0,662,331,1920,
80,Zombie4,80,1,-1,805,135,0,0,452,350,1920,
81,Zombie0,81,4,-1,816,390,0,0,706,418,1919,
81,Zombie1,81,1,-1,794,135,0,0,736,405,1919,
81,Zombie2,81,4,-1,784,390,0,0,628,455,1919,
81,Zombie3,81,4,-1,797,390,0,0,662,330,1919,
81,Zombie4,81,1,-1,805,135,0,0,452,349,1919,
82,Zombie0,82,4,-1,816,390,0,0,706,417,1918,
82,Zombie1,82,1,-1,794,135,0,0,736,404,1918,
82,Zombie2,82,4,-1,784,390,0,0,628,454,1918,
82,Zombie3,82,4,-1,797,390,0,0,662,329,1918,
82,Zombie4,82,1,-1,805,135,0,0,452,348,1918,
83,Zombie0,83,4,-1,816,390,0,0,706,416,1917,
83,Zombie1,83,1,-1,794,135,0,0,736,403,1917,
83,Zombie2,83,4,-1,784,390,0,0,628,453,1917,
83,Zombie3,83,4,-1,797,390,0,0,662,328,1917,
83,Zombie4,83,1,-1,805,135,0,0,452,347,1917,
84,Zombie0,84,4,-1,816,390,0,0,706,415,1916,
84,Zombie1,84,1,-1,794,135,0,0,736,402,1916,
84,Zombie2,84,4,-1,784,390,0,0,628,452,1916,
84,Zombie3,84,4,-1,797,390,0,0,662,327,1916,
84,Zombie4,84,1,-1,805,135,0,0,452,346,1916,
85,Zombie0,85,4,-1,816,390,0,0,706,414,1915,
85,Zombie1,85,1,-1,794,135,0,0,736,401,1915,
85,Zombie2,85,4,-1,784,390,0,0,628,451,1915,
85,Zombie3,85,4,-1,797,390,0,0,662,326,1915,
85,Zombie4,85,1,-1,805,135,0,0,452,345,1915,
86,Zombie0,86,4,-1,816,390,0,0,706,413,1914,
86,Zombie1,86,1,-1,794,135,0,0,736,400,1914,
86,Zombie2,86,4,-1,784,390,0,0,628,450,1914,
86,Zombie3,86,4,-1,797,390,0,0,662,325,1914,
86,Zombie4,86,1,-1,805,135,0,0,452,344,1914,
87,Zombie0,87,4,-1,816,390,0,0,706,412,1913,
87,Zombie1,87,1,-1,794,135,0,0,736,399,1913,
87,Zombie2,87,4,-1,784,390,0,0,628,449,1913,
87,Zombie3,87,4,-1,797,390,0,0,662,324,1913,
87,Zombie4,87,1,-1,805,135,0,0,452,343,1913,
88,Zombie0,88,4,-1,816,390,0,0,706,411,1912,
88,Zombie1,88,1,-1,794,135,0,0,736,398,1912,
88,Zombie2,88,4,-1,784,390,0,0,628,448,1912,
88,Zombie3,88,4,-1,797,390,0,0,662,323,1912,
88,Zombie4,88,1,-1,805,135,0,0,452,342,1912,
89,Zombie0,89,4,-1,816,390,0,0,706,410,1911,
89,Zombie1,89,1,-1,794,135,0,0,736,397,1911,
89,Zombie2,89,4,-1,784,390,0,0,628,447,1911,
89,Zombie3,89,4,-1,797,390,0,0,662,322,1911,
89,Zombie4,89,1,-1,805,135,0,0,452,341,1911,
90,Zombie0,90,4,-1,816,390,0,0,706,409,1910,
90,Zombie1,90,1,-1,794,135,0,0,736,396,1910,
90,Zombie2,90,4,-1,784,390,0,0,628,446,1910,
90,Zombie3,90,4,-1,797,390,0,0,662,321,1910,
