time,POLE_VAULTING,FOOTBALL,ZOMBONI,JACK_IN_THE_BOX,BALLON,DIGGER,LADDER,CATAPULT,GARGANTUAAR,
123,829.642,735.052,769.25,737.747,734.491,696.361,723.459,779.491,812.284,
124,829.288,734.956,769,737.747,734.121,695.681,722.917,779.121,812.085,
125,828.933,734.86,768.75,737.628,733.751,695.001,722.348,778.751,811.886,
126,828.618,734.764,768.5,737.168,733.381,694.321,721.779,778.381,811.686,
127,828.302,734.669,768.25,736.707,733.011,693.641,721.209,778.011,811.487,
128,827.987,734.573,768,736.246,732.641,692.961,720.64,777.641,811.288,
129,827.672,734.477,767.75,735.786,732.271,692.281,720.071,777.271,811.089,
130,827.357,734.381,767.5,735.325,731.901,691.601,719.502,776.901,810.89,
131,827.002,734.285,767.25,734.865,731.531,690.921,718.932,776.531,810.691,
132,826.647,734.19,767,734.404,731.161,690.241,718.363,776.161,810.492,
133,826.298,733.71,766.75,734.404,730.791,689.561,717.794,775.791,810.293,
134,825.983,733.231,766.5,734.117,730.421,688.881,717.225,775.421,810.087,
135,825.667,732.752,766.25,734.117,730.051,688.201,716.656,775.051,809.881,
136,825.352,732.273,766,734.117,729.681,687.521,716.113,774.681,809.675,
137,825.037,731.794,765.75,734.059,729.311,686.841,715.571,774.311,809.469,
138,824.722,731.314,765.5,733.886,728.941,686.161,715.029,773.941,809.263,
139,824.367,730.835,765.25,733.713,728.571,685.481,714.487,773.571,809.057,
140,824.012,730.356,765,733.541,728.201,684.801,714.352,773.201,808.851,
141,823.697,729.877,764.75,733.368,727.831,684.121,714.216,772.831,808.645,
142,823.382,729.398,764.5,733.195,727.461,683.441,713.933,772.461,808.439,
143,823.067,728.918,764.25,733.022,727.091,682.761,713.8,772.091,808.233,
144,822.751,728.439,764,732.821,726.721,682.081,713.668,771.721,808.027,
145,822.436,727.96,763.75,732.619,726.351,681.401,713.535,771.351,807.821,
146,822.121,727.481,763.5,732.418,725.981,680.721,713.402,770.981,807.615,
147,821.766,727.002,763.25,731.382,725.611,680.041,713.269,770.611,807.409,
148,821.411,726.523,763,730.345,725.241,679.361,713.136,770.241,807.203,
149,821.096,726.043,762.75,729.309,724.871,678.681,713.003,769.871,806.901,
150,820.781,725.564,762.5,728.273,724.501,678.001,712.871,769.501,806.599,
151,820.466,725.085,762.25,727.237,724.131,677.321,712.764,769.131,806.297,
152,820.151,724.606,762,726.2,723.761,676.641,712.658,768.761,805.994,
153,819.835,724.127,761.75,725.164,723.391,675.961,712.552,768.391,805.692,
154,819.481,723.647,761.5,724.128,723.021,675.281,712.419,768.021,805.39,
155,819.126,723.168,761.25,723.84,722.651,674.601,712.286,767.651,805.088,
156,818.771,722.689,761,723.552,722.281,673.921,712.153,767.281,804.786,
157,818.456,722.21,760.75,723.264,721.911,673.241,712.021,766.911,804.484,
158,818.141,721.731,760.5,722.977,721.541,672.561,712.021,766.541,804.182,
159,817.826,721.635,760.25,722.689,721.171,671.881,712.021,766.171,803.88,
160,817.51,721.539,760,722.401,720.801,671.201,712.021,765.801,803.577,
161,817.195,721.443,759.75,722.113,720.431,670.521,712.021,765.431,803.275,
162,816.84,721.379,759.5,722.113,720.061,669.841,712.021,765.061,802.973,
163,816.486,721.315,759.25,722.008,719.691,669.161,712.021,764.691,802.671,
164,816.131,721.251,759,722.008,719.321,668.481,712.021,764.321,802.369,
165,815.816,721.188,758.75,722.008,718.951,667.801,712.021,763.951,802.067,
166,815.5,721.092,758.5,721.854,718.581,667.121,712.021,763.581,801.765,
167,815.185,720.996,758.25,721.595,718.211,666.441,712.021,763.211,801.463,
168,814.87,720.9,758,721.336,717.841,665.761,712.021,762.841,801.16,
169,814.555,720.804,757.75,721.048,717.471,665.081,712.021,762.471,800.858,
170,814.2,720.708,757.5,720.76,717.101,664.401,712.021,762.101,800.556,
171,813.845,720.613,757.25,720.472,716.731,663.721,712.021,761.731,800.254,
172,813.491,720.517,757,720.184,716.361,663.041,712.021,761.361,799.952,
173,813.175,720.421,756.75,719.896,715.991,662.361,712.021,760.991,799.65,
174,812.86,720.325,756.5,719.609,715.621,661.681,712.021,760.621,799.348,
175,812.545,720.229,756.25,719.321,715.251,661.001,712.021,760.251,799.046,
176,812.23,720.133,756,719.033,714.881,660.321,711.885,759.881,798.743,
177,811.914,720.038,755.75,718.515,714.511,659.641,711.669,759.511,798.441,
178,811.56,719.942,755.5,717.997,714.141,658.961,711.425,759.141,798.139,
179,811.205,719.846,755.25,717.479,713.771,658.281,711.181,758.771,797.837,
180,810.89,719.75,755,716.932,713.401,657.601,710.937,758.401,797.535,
181,810.575,719.654,754.75,716.385,713.031,656.921,710.72,758.031,797.233,
182,810.259,719.335,754.5,715.838,712.661,656.241,710.503,757.661,796.931,
183,809.944,719.015,754.25,715.291,712.291,655.561,710.286,757.291,796.629,
184,809.629,718.696,754,715.291,711.921,654.881,710.069,756.921,796.326,
185,809.314,718.377,753.75,715.291,711.551,654.201,709.852,756.551,796.024,
186,808.959,718.057,753.5,714.805,711.181,653.521,709.635,756.181,795.722,
187,808.604,717.738,753.25,714.805,710.811,652.841,709.419,755.811,795.42,
188,808.283,716.971,753,714.805,710.441,652.161,709.202,755.441,795.118,
189,807.968,716.204,752.75,714.805,710.071,651.481,708.416,755.071,794.816,
190,807.653,715.437,752.5,714.805,709.701,650.801,707.63,754.701,794.514,
191,807.338,714.671,752.25,714.805,709.331,650.121,706.844,754.331,794.212,
192,807.023,713.904,752,714.37,708.961,649.441,706.058,753.961,793.909,
193,806.705,713.137,751.75,713.909,708.591,648.761,705.272,753.591,793.607,
194,806.35,712.371,751.5,713.449,708.221,648.081,704.486,753.221,793.305,
195,805.995,711.604,751.25,712.988,707.851,647.401,703.7,752.851,793.003,
196,805.68,710.837,751,712.527,707.481,646.721,702.914,752.481,792.701,
197,805.365,710.07,750.75,712.067,707.111,646.041,702.155,752.111,792.399,
198,805.05,709.304,750.5,711.606,706.741,645.361,701.396,751.741,792.097,
199,804.734,708.537,750.25,711.606,706.371,644.681,700.637,751.371,791.795,
200,804.419,707.77,750,711.606,706.001,644.001,699.851,751.001,791.492,
201,804.064,707.003,749.75,711.175,705.631,643.321,699.065,750.631,791.19,
202,803.71,706.237,749.5,711.175,705.261,642.641,698.279,750.261,790.888,
203,803.355,705.47,749.25,711.175,704.891,641.961,697.493,749.891,790.586,
204,803.04,704.703,749,711.088,704.521,641.281,696.436,749.521,790.284,
205,802.724,704.607,748.75,710.915,704.151,640.602,695.379,749.151,789.982,
206,802.409,704.512,748.5,710.743,703.781,639.922,694.322,748.781,789.68,
207,802.094,704.416,748.25,710.57,703.411,639.242,693.265,748.411,789.378,
208,801.778,704.352,748,710.397,703.041,638.562,692.208,748.041,789.075,
209,801.424,704.288,747.75,710.224,702.671,637.882,691.151,747.671,789.048,
210,801.069,704.224,747.5,710.023,702.301,637.202,690.093,747.301,789.021,
211,800.714,704.128,747.25,709.821,701.931,636.522,689.036,746.931,788.993,
212,800.399,704.032,747,709.62,701.561,635.842,687.952,746.561,788.966,
213,800.084,703.937,746.75,708.584,701.191,635.162,686.868,746.191,788.938,
214,799.768,703.841,746.5,707.547,700.821,634.482,685.784,745.821,788.911,
215,799.453,703.745,746.25,706.511,700.451,633.802,684.727,745.451,788.883,
216,799.138,703.649,746,705.475,700.081,633.122,683.67,745.081,788.856,
217,798.783,703.553,745.75,704.439,699.711,632.442,682.613,744.711,788.828,
218,798.428,703.458,745.5,703.402,699.341,631.762,681.556,744.341,788.801,
219,798.074,703.362,745.25,702.366,698.971,631.082,680.499,743.971,788.773,
220,797.758,703.266,745,701.33,698.601,630.402,679.441,743.601,788.746,
221,797.443,703.17,744.75,701.042,698.231,629.722,678.384,743.231,788.718,
222,797.128,703.074,744.5,700.754,697.861,629.042,677.327,742.861,788.691,
223,796.813,702.978,744.25,700.466,697.491,628.362,677.11,742.491,788.663,
224,796.497,702.883,744,700.179,697.121,627.682,676.894,742.121,788.629,
225,796.143,702.787,743.75,699.891,696.751,627.002,676.674,741.751,788.595,
226,795.788,702.691,743.5,699.603,696.381,626.322,676.459,741.381,788.561,
227,795.473,702.212,743.25,699.315,696.011,625.642,676.245,741.011,788.526,
228,795.157,701.733,743,699.315,695.641,624.962,676.031,740.641,788.492,
229,794.842,701.253,742.75,699.315,695.271,624.282,675.823,740.271,788.458,
230,794.527,700.774,742.5,699.066,694.901,623.602,675.611,739.901,788.423,
231,794.211,700.295,742.25,699.066,694.531,622.922,675.425,739.531,788.389,
232,793.896,699.816,742,699.056,694.161,622.242,675.239,739.161,788.355,
233,793.541,699.337,741.75,698.797,693.791,621.562,675.023,738.791,788.32,
234,793.187,698.857,741.5,698.538,693.421,620.882,674.833,738.421,788.286,
235,792.854,698.378,741.25,698.25,693.051,620.202,674.638,738.051,788.252,
236,792.539,697.899,741,697.962,692.681,619.522,674.424,737.681,788.218,
237,792.224,697.42,740.75,697.674,692.311,618.842,674.23,737.311,788.183,
238,791.909,696.941,740.5,697.386,691.941,618.162,674.017,736.941,788.156,
239,791.594,696.461,740.25,697.099,691.571,617.482,673.83,736.571,788.128,
240,791.255,695.982,740,696.811,691.201,616.802,673.614,736.201,788.101,
241,790.901,695.503,739.75,696.523,690.831,616.122,673.397,735.831,788.073,
242,790.546,695.024,739.5,696.235,690.461,615.442,673.245,735.461,788.046,
243,790.231,694.545,739.25,695.717,690.091,614.762,673.031,735.091,788.018,
244,789.916,694.066,739,695.199,689.721,614.082,672.816,734.721,787.991,
245,789.6,693.586,738.75,694.681,689.351,613.402,672.636,734.351,787.964,
246,789.285,693.107,738.5,694.134,688.981,612.722,672.424,733.981,787.936,
247,788.97,692.628,738.25,693.587,688.611,612.042,672.424,733.611,787.909,
248,788.615,692.149,738,693.04,688.241,611.362,672.424,733.241,787.881,
249,788.26,691.67,737.75,692.493,687.871,610.682,672.424,732.871,787.854,
250,787.906,691.19,737.5,692.493,687.501,610.002,672.424,732.501,787.826,
251,787.59,690.711,737.25,692.493,687.131,609.322,672.424,732.131,787.799,
252,787.275,690.232,737,692.402,686.761,608.642,672.424,731.761,787.771,
253,786.96,690.136,736.75,691.863,686.391,607.962,672.424,731.391,787.737,
254,786.644,690.04,736.5,691.863,686.021,607.282,672.424,731.021,787.703,
255,786.329,689.945,736.25,691.863,685.651,606.602,672.424,730.651,787.668,
256,785.974,689.881,736,691.863,685.281,605.922,672.424,730.281,787.634,
257,785.62,689.817,735.75,691.863,684.911,605.242,672.424,729.911,787.6,
258,785.265,689.753,735.5,691.572,684.541,604.562,672.424,729.541,787.565,
259,784.95,689.689,735.25,691.111,684.171,603.882,672.424,729.171,787.531,
260,784.634,689.593,735,690.651,683.801,603.202,672.313,728.801,787.497,
261,784.319,689.497,734.75,690.19,683.431,602.522,672.096,728.431,787.463,
262,784.004,689.401,734.5,689.729,683.061,601.842,671.879,728.061,787.428,
263,783.688,689.306,734.25,689.269,682.691,601.162,671.662,727.691,787.394,
264,783.334,689.21,734,688.808,682.321,600.482,671.391,727.321,787.36,
265,782.979,689.114,733.75,688.808,681.951,599.802,671.12,726.951,787.325,
266,782.635,689.018,733.5,688.808,681.581,599.122,670.849,726.581,787.291,
267,782.32,688.922,733.25,688.687,681.211,598.442,670.578,726.211,787.257,
268,782.005,688.827,733,688.233,680.841,597.762,670.334,725.841,787.229,
269,781.69,688.731,732.75,688.233,680.471,597.082,670.09,725.471,787.202,
270,781.374,688.635,732.5,688.233,680.101,596.402,669.846,725.101,787.174,
271,781.059,688.539,732.25,688.117,679.731,595.722,669.602,724.731,787.147,
272,780.704,688.443,732,687.945,679.361,595.042,669.358,724.361,787.119,
273,780.35,688.347,731.75,687.772,678.991,594.362,669.114,723.991,787.092,
274,780.034,688.252,731.5,687.599,678.621,593.682,668.87,723.621,787.064,
275,779.719,688.156,731.25,687.427,678.251,593.002,668.626,723.251,787.037,
276,779.404,687.836,731,687.225,677.881,592.322,668.03,722.881,787.01,
277,779.089,687.517,730.75,687.024,677.511,591.642,667.433,722.511,786.982,
278,778.773,687.197,730.5,686.775,677.141,590.962,666.837,722.141,786.955,
279,778.458,686.878,730.25,685.729,676.771,590.282,666.268,721.771,786.927,
280,778.104,686.558,730,684.684,676.401,589.602,665.699,721.401,786.9,
281,777.749,686.239,729.75,683.638,676.031,588.922,665.129,721.031,786.872,
282,777.424,685.472,729.5,682.592,675.661,588.242,664.56,720.661,786.845,
283,777.11,684.706,729.25,681.546,675.291,587.562,663.937,720.291,786.728,
284,776.795,683.939,729,680.605,674.921,586.882,663.313,719.921,786.611,
285,776.48,683.172,728.75,679.568,674.551,586.202,662.69,719.551,786.495,
286,776.165,682.405,728.5,678.532,674.181,585.522,662.067,719.181,786.378,
287,775.818,681.639,728.25,678.244,673.811,584.842,661.497,718.811,786.261,
288,775.463,680.872,728,677.956,673.441,584.162,660.928,718.441,786.145,
289,775.109,680.105,727.75,677.669,673.071,583.482,660.359,718.071,786.028,
290,774.793,679.339,727.5,677.381,672.701,582.802,659.79,717.701,785.911,
291,774.478,678.572,727.25,677.093,672.331,582.122,659.193,717.331,785.794,
292,774.163,677.805,727,676.805,671.961,581.442,658.597,716.961,785.678,
293,773.848,677.038,726.75,676.517,671.591,580.762,658.001,716.591,785.561,
294,773.532,676.272,726.5,676.517,671.221,580.082,657.404,716.221,785.444,
295,773.178,675.505,726.25,676.517,670.851,579.402,656.862,715.851,785.328,
296,772.823,674.738,726,676.408,670.481,578.722,656.32,715.481,785.211,
297,772.468,673.971,725.75,676.125,670.111,578.042,655.778,715.111,785.094,
298,772.153,673.223,725.5,676.125,669.741,577.362,655.209,714.741,784.978,
299,771.838,673.127,725.25,675.999,669.371,576.682,654.64,714.371,784.861,
300,771.523,673.031,725,675.74,669.001,576.002,654.07,714.001,784.744,
301,771.207,672.936,724.75,675.452,668.631,575.322,653.501,713.631,784.627,
302,770.892,672.872,724.5,675.164,668.261,574.642,652.932,713.261,784.511,
303,770.537,672.808,724.25,674.876,667.891,573.962,652.363,712.891,784.394,
304,770.183,672.744,724,674.589,667.521,573.282,651.794,712.521,784.277,
305,769.828,672.648,723.75,674.301,667.151,572.602,651.224,712.151,784.161,
306,769.513,672.553,723.5,674.013,666.781,571.922,650.655,711.781,784.044,
307,769.198,672.457,723.25,673.725,666.411,571.242,650.086,711.411,783.927,
308,768.882,672.361,723,673.437,666.042,570.562,649.517,711.042,783.811,
309,768.567,672.265,722.75,672.919,665.672,569.882,648.948,710.672,783.694,
310,768.252,672.17,722.5,672.401,665.302,569.202,648.405,710.302,783.577,
311,767.897,672.074,722.25,671.883,664.932,568.522,647.863,709.932,783.46,
312,767.542,671.978,722,671.336,664.562,567.842,647.321,709.562,783.344,
313,767.207,671.882,721.75,670.789,664.192,567.162,646.864,709.192,783.227,
314,766.892,671.786,721.5,670.242,663.822,566.482,646.729,708.822,783.11,
315,766.577,671.691,721.25,669.695,663.452,565.802,646.593,708.452,782.994,
316,766.261,671.595,721,669.695,663.082,565.122,646.458,708.082,782.877,
317,765.946,671.499,720.75,669.695,662.712,564.442,646.322,707.712,782.76,
318,765.631,671.403,720.5,669.695,662.342,563.762,646.187,707.342,782.644,
319,765.276,671.308,720.25,669.46,661.972,563.082,645.788,706.972,782.527,
320,764.922,671.212,720,668.922,661.602,562.402,645.655,706.602,782.41,
321,764.607,670.733,719.75,668.922,661.232,561.722,645.522,706.232,782.293,
322,764.291,670.254,719.5,668.922,660.862,561.042,645.39,705.862,782.177,
323,763.976,669.775,719.25,668.922,660.492,560.362,645.257,705.492,782.06,
324,763.661,669.297,719,668.774,660.122,559.682,645.124,705.122,781.943,
325,763.346,668.818,718.75,668.313,659.752,559.002,644.991,704.752,781.827,
326,763.031,668.339,718.5,667.853,659.382,558.322,644.859,704.382,781.71,
327,762.676,667.86,718.25,667.392,659.012,557.642,644.726,704.012,781.593,
328,762.321,667.381,718,666.932,658.642,556.962,644.62,703.642,781.477,
329,761.995,666.903,717.75,666.471,658.272,556.282,644.513,703.272,781.36,
330,761.68,666.424,717.5,666.01,657.902,555.602,644.407,702.902,781.243,
331,761.365,665.945,717.25,666.01,657.532,554.922,644.274,702.532,781.126,
332,761.051,665.466,717,666.01,657.162,554.242,644.142,702.162,781.01,
333,760.736,664.987,716.75,666.01,656.792,553.562,644.009,701.792,780.893,
334,760.391,664.508,716.5,665.745,656.422,552.882,643.876,701.422,780.776,
335,760.036,664.03,716.25,665.292,656.052,552.202,643.876,701.052,780.66,
336,759.682,663.551,716,665.292,655.682,551.522,643.876,700.682,780.543,
337,759.366,663.072,715.75,665.292,655.312,550.842,643.876,700.312,780.426,
338,759.051,662.593,715.5,665.147,654.942,550.162,643.876,699.942,780.31,
339,758.736,662.114,715.25,664.974,654.572,549.482,643.876,699.572,780.193,
340,758.421,661.635,715,664.801,654.202,548.802,643.876,699.202,780.076,
341,758.106,661.157,714.75,664.629,653.832,548.122,643.876,698.832,779.959,
342,757.751,660.678,714.5,664.427,653.462,547.443,643.876,698.462,779.843,
343,757.396,660.199,714.25,664.226,653.092,546.763,643.876,698.092,779.726,
344,757.042,659.72,714,663.738,652.722,546.083,643.876,697.722,779.609,
345,756.727,659.241,713.75,662.692,652.352,545.403,643.876,697.352,779.493,
346,756.411,658.763,713.5,661.646,651.982,544.723,643.876,696.982,779.376,
347,756.096,658.667,713.25,660.6,651.612,544.043,643.876,696.612,779.259,
348,755.781,658.571,713,659.555,651.242,543.363,643.876,696.242,779.143,
349,755.466,658.475,712.75,658.843,650.872,542.683,643.876,695.872,779.026,
350,755.111,658.391,712.5,657.807,650.502,542.003,643.876,695.502,778.909,
351,754.757,658.327,712.25,656.77,650.132,541.323,643.839,695.132,778.792,
352,754.402,658.263,712,655.734,649.762,540.643,643.595,694.762,778.676,
353,754.087,658.2,711.75,655.446,649.392,539.963,643.351,694.392,778.559,
354,753.772,658.104,711.5,655.158,649.022,539.283,643.107,694.022,778.442,
355,753.457,658.008,711.25,654.871,648.652,538.603,642.891,693.652,778.326,
356,753.141,657.912,711,654.583,648.282,537.923,642.674,693.282,778.209,
357,752.826,657.816,710.75,654.295,647.912,537.243,642.457,692.912,778.044,
358,752.472,657.721,710.5,654.007,647.542,536.563,642.24,692.542,777.879,
359,752.117,657.625,710.25,653.719,647.172,535.883,642.024,692.172,777.715,
